PGN	Parameter Group Label	SPN	Name	Data Range
64997	Maximum Vehicle Speed Limit Status	2588	Maximum Vehicle Speed Limit 1	0 to 250 km/h
64997	Maximum Vehicle Speed Limit Status	2589	Maximum Vehicle Speed Limit 2	0 to 250 km/h
64997	Maximum Vehicle Speed Limit Status	2590	Maximum Vehicle Speed Limit 3	0 to 250 km/h
64997	Maximum Vehicle Speed Limit Status	2591	Maximum Vehicle Speed Limit 4	0 to 250 km/h
64997	Maximum Vehicle Speed Limit Status	2592	Maximum Vehicle Speed Limit 5	0 to 250 km/h
64997	Maximum Vehicle Speed Limit Status	2593	Maximum Vehicle Speed Limit 6	0 to 250 km/h
64997	Maximum Vehicle Speed Limit Status	2594	Maximum Vehicle Speed Limit 7	0 to 250 km/h
64997	Maximum Vehicle Speed Limit Status	2595	Applied Vehicle Speed Limit	0 to 250 km/h
64998	Hydraulic Braking System	2580	Hydraulic Brake Pressure Circuit 1	0 to 25 MPa
64998	Hydraulic Braking System	2581	Hydraulic Brake Pressure Circuit 2	0 to 25 MPa
64998	Hydraulic Braking System	2584	Hydraulic Brake Pressure Warning State Circuit 1	0 to 3
64998	Hydraulic Braking System	2585	Hydraulic Brake Pressure Warning State Circuit 2	0 to 3
64998	Hydraulic Braking System	2582	Hydraulic Brake Pressure Supply State Circuit 1	0 to 3
64998	Hydraulic Braking System	2583	Hydraulic Brake Pressure Supply State Circuit 2	0 to 3
64998	Hydraulic Braking System	2930	Hydraulic Brake System Audible Warning Command	0 to 3
64998	Hydraulic Braking System	2931	Hydraulic Brake Fluid Level Switch	0 to 3
65031	Exhaust Temperature	2433	Engine Exhaust Gas Temperature - Right Manifold	-273 to 1735 deg C
65031	Exhaust Temperature	2434	Engine Exhaust Gas Temperature - Left Manifold	-273 to 1735 deg C
65088	Lighting Data	2404	Running Light	0 to 3
65088	Lighting Data	2352	Alternate Beam Head Light Data	0 to 3
65088	Lighting Data	2350	Low Beam Head Light Data	0 to 3
65088	Lighting Data	2348	High Beam Head Light Data	0 to 3
65088	Lighting Data	2388	Tractor Front Fog Lights	0 to 3
65088	Lighting Data	2386	Rotating Beacon Light	0 to 3
65088	Lighting Data	2370	Right Turn Signal Lights	0 to 3
65088	Lighting Data	2368	Left Turn Signal Lights	0 to 3
65088	Lighting Data	2392	Back Up Light and Alarm Horn	0 to 3
65088	Lighting Data	2376	Center Stop Light	0 to 3
65088	Lighting Data	2374	Right Stop Light	0 to 3
65088	Lighting Data	2372	Left Stop Light	0 to 3
65088	Lighting Data	2384	Implement Clearance Light	0 to 3
65088	Lighting Data	2382	Tractor Clearance Light	0 to 3
65088	Lighting Data	2380	Implement Marker Light	0 to 3
65088	Lighting Data	2378	Tractor Marker Light	0 to 3
65088	Lighting Data	2390	Rear Fog Lights	0 to 3
65088	Lighting Data	2358	Tractor Underside Mounted Work Lights	0 to 3
65088	Lighting Data	2360	Tractor Rear Low Mounted Work Lights	0 to 3
65088	Lighting Data	2362	Tractor Rear High Mounted Work Lights	0 to 3
65088	Lighting Data	2364	Tractor Side Low Mounted Work Lights	0 to 3
65088	Lighting Data	2366	Tractor Side High Mounted Work Lights	0 to 3
65088	Lighting Data	2354	Tractor Front Low Mounted Work Lights	0 to 3
65088	Lighting Data	2356	Tractor Front High Mounted Work Lights	0 to 3
65088	Lighting Data	2398	Implement OEM Option 2 Light	0 to 3
65088	Lighting Data	2396	Implement OEM Option 1 Light	0 to 3
65088	Lighting Data	2407	Implement Right Facing Work Light	0 to 3
65088	Lighting Data	2598	Implement Left Facing Work Light	0 to 3
65088	Lighting Data	2402	Implement Right Forward Work Light	0 to 3
65088	Lighting Data	2400	Implement Left Forward Work Light	0 to 3
65088	Lighting Data	2394	Implement Rear Work Light	0 to 3
65089	Lighting Command	2403	Running Light Command	0 to 3
65089	Lighting Command	2351	Alternate Beam Head Light Command	0 to 3
65089	Lighting Command	2349	Low Beam Head Light Command	0 to 3
65089	Lighting Command	2347	High Beam Head Light Command	0 to 3
65089	Lighting Command	2387	Tractor Front Fog Lights Command	0 to 3
65089	Lighting Command	2385	Rotating Beacon Light Command	0 to 3
65089	Lighting Command	2369	Right Turn Signal Lights Command	0 to 3
65089	Lighting Command	2367	Left Turn Signal Lights Command	0 to 3
65089	Lighting Command	2391	Back Up Light and Alarm Horn Command	0 to 3
65089	Lighting Command	2375	Center Stop Light Command	0 to 3
65089	Lighting Command	2373	Right Stop Light Command	0 to 3
65089	Lighting Command	2371	Left Stop Light Command	0 to 3
65089	Lighting Command	2383	Implement Clearance Light Command	0 to 3
65089	Lighting Command	2381	Tractor Clearance Light Command	0 to 3
65089	Lighting Command	2379	Implement Marker Light Command	0 to 3
65089	Lighting Command	2377	Tractor Marker Light Command	0 to 3
65089	Lighting Command	2389	Rear Fog Light Command	0 to 3
65089	Lighting Command	2357	Tractor Underside Mounted Work Lights Command	0 to 3
65089	Lighting Command	2359	Tractor Rear Low Mounted Work Lights Command	0 to 3
65089	Lighting Command	2361	Tractor Rear High Mounted Work Lights Command	0 to 3
65089	Lighting Command	2363	Tractor Side Low Mounted Work Lights Command	0 to 3
65089	Lighting Command	2365	Tractor Side High Mounted Work Lights Command	0 to 3
65089	Lighting Command	2353	Tractor Front Low Mounted Work Lights Command	0 to 3
65089	Lighting Command	2355	Tractor Front High Mounted Work Lights Command	0 to 3
65089	Lighting Command	2397	Implement OEM Option 2 Light Command	0 to 3
65089	Lighting Command	2395	Implement OEM Option 1 Light Command	0 to 3
65089	Lighting Command	2406	Implement Right Facing Work Light Command	0 to 3
65089	Lighting Command	2597	Implement Left Facing Work Light Command	0 to 3
65089	Lighting Command	2393	Lighting Data Request Command	0 to 3
65089	Lighting Command	2401	Implement Right Forward Work Light Command	0 to 3
65089	Lighting Command	2399	Implement Left Forward Work Light Command	0 to 3
65089	Lighting Command	2405	Implement Rear Work Light Command	0 to 3
65098	Electronic Transmission Controller 7	4176	Transmission Current Range Display Blank State	0 to 3
65098	Electronic Transmission Controller 7	4178	Transmission Service Indicator	0 to 3
65098	Electronic Transmission Controller 7	1850	Transmission Requested Range Display Blank State	0 to 3
65098	Electronic Transmission Controller 7	1849	Transmission Requested Range Display Flash State	0 to 3
65098	Electronic Transmission Controller 7	3086	Transmission Ready for Brake Release	0 to 3
65098	Electronic Transmission Controller 7	2945	Active Shift Console Indicator	0 to 3
65098	Electronic Transmission Controller 7	2900	Transmission Engine Crank Enable	0 to 3
65098	Electronic Transmission Controller 7	1851	Transmission Shift Inhibit Indicator	0 to 3
65098	Electronic Transmission Controller 7	2539	Transmission Mode 4 Indicator	0 to 3
65098	Electronic Transmission Controller 7	2538	Transmission Mode 3 Indicator	0 to 3
65098	Electronic Transmission Controller 7	2537	Transmission Mode 2 Indicator	0 to 3
65098	Electronic Transmission Controller 7	2536	Transmission Mode 1 Indicator	0 to 3
65098	Electronic Transmission Controller 7	3289	Transmission Requested Gear Feedback	-125 to 125
65098	Electronic Transmission Controller 7	4250	Transmission Mode 5 Indicator	0 to 3
65098	Electronic Transmission Controller 7	4251	Transmission Mode 6 Indicator	0 to 3
65098	Electronic Transmission Controller 7	4252	Transmission Mode 7 Indicator	0 to 3
65098	Electronic Transmission Controller 7	4253	Transmission Mode 8 Indicator	0 to 3
65098	Electronic Transmission Controller 7	4261	Transmission Reverse Gear Shift Inhibit Status	0 to 3
65099	Transmission Configuration 2	1845	Transmission Torque Limit	"0 to 64,255 Nm"
65100	Military Lighting Command	1840	Rear Black Out Marker Select	0 to 3
65100	Military Lighting Command	1839	Front Black Out Marker Lamp Select	0 to 3
65100	Military Lighting Command	1838	Convoy Lamp Select	0 to 3
65100	Military Lighting Command	1837	Convoy Driving Lamp Select	0 to 3
65100	Military Lighting Command	1841	Black Out Brake/Stop Lamp Select	0 to 3
65100	Military Lighting Command	1843	Night Vision Illuminator Select	0 to 3
65100	Military Lighting Command	1842	Black Out Work Lamp Select	0 to 3
65100	Military Lighting Command	1844	Operators Black Out Intensity Selection	0 to 100 %
65101	Total Averaged Information	1834	Engine Total Average Fuel Rate	"0 to 3,212.75 L/h"
65101	Total Averaged Information	1835	Engine Total Average Fuel Economy	0 to 125.5 km/L
65102	Door Control 1	1821	Position of doors	0 to 15
65102	Door Control 1	1820	Ramp / Wheel Chair Lift Position	0 to 3
65102	Door Control 1	3411	Status 2 of doors	0 to 3
65103	Vehicle Dynamic Stability Control 1	1813	VDC Information Signal	0 to 3
65103	Vehicle Dynamic Stability Control 1	1814	VDC Fully Operational	0 to 3
65103	Vehicle Dynamic Stability Control 1	1815	VDC brake light request	0 to 3
65103	Vehicle Dynamic Stability Control 1	1816	ROP Engine Control active	0 to 3
65103	Vehicle Dynamic Stability Control 1	1818	ROP Brake Control active	0 to 3
65103	Vehicle Dynamic Stability Control 1	1817	YC Engine Control active	0 to 3
65103	Vehicle Dynamic Stability Control 1	1819	YC Brake Control active	0 to 3
65104	Battery Temperature	1800	Battery 1 Temperature	-40 to 210 deg C
65104	Battery Temperature	1801	Battery 2 Temperature	-40 to 210 deg C
65105	"Adaptive Cruise Control, Operator Input"	1799	Requested ACC Distance Mode	0 to 7
65106	Vehicle Electrical Power #3	1795	Alternator Current (High Range/Resolution)	-1600 to 1612.75 A
65106	Vehicle Electrical Power #3	2579	Net Battery Current (High Range/Resolution)	-1600 to 1612.75 A
65107	Retarder Continuous Torque & Speed Limit	1776	Low Limit Threshold for Maximum RPM from Retarder	"0 to 8,000 rpm"
65107	Retarder Continuous Torque & Speed Limit	1777	High Limit Threshold for Minimum Continuous RPM from Retarder	"0 to 8,000 rpm"
65107	Retarder Continuous Torque & Speed Limit	1778	Low Limit Threshold for Maximum Torque from Retarder	-125 to 125 %
65107	Retarder Continuous Torque & Speed Limit	1779	High Limit Threshold for Minimum Continuous Torque from Retarder	-125 to 125 %
65107	Retarder Continuous Torque & Speed Limit	1780	Maximum Continuous Retarder Speed 	"0 to 8,000 rpm"
65107	Retarder Continuous Torque & Speed Limit	1781	Minimum Continuous Retarder Speed	"0 to 8,000 rpm"
65107	Retarder Continuous Torque & Speed Limit	1782	Maximum Continuous Retarder Torque	-125 to 125 %
65107	Retarder Continuous Torque & Speed Limit	1783	Minimum Continuous Retarder Torque	-125 to 125 %
65108	Engine Continuous Torque & Speed Limit	1768	Engine Low Limit Threshold for Maximum RPM from Engine	"0 to 8,000 rpm"
65108	Engine Continuous Torque & Speed Limit	1769	Engine High Limit Threshold for Minimum Continuous Engine RPM	"0 to 8,000 rpm"
65108	Engine Continuous Torque & Speed Limit	1770	Engine Low Limit Threshold for Maximum Torque from Engine	-125 to 125 %
65108	Engine Continuous Torque & Speed Limit	1771	Engine High Limit Threshold for Minimum Continuous Torque from Engine	-125 to 125 %
65108	Engine Continuous Torque & Speed Limit	1772	Engine Maximum Continuous RPM	"0 to 8,000 rpm"
65108	Engine Continuous Torque & Speed Limit	1773	Engine Minimum Continuous RPM	"0 to 8,000 rpm"
65108	Engine Continuous Torque & Speed Limit	1774	Engine Maximum Continuous Torque	-125 to 125 %
65108	Engine Continuous Torque & Speed Limit	1775	Engine Minimum Continuous Torque	-125 to 125 %
65109	Gaseous Fuel Properties	1767	Specific Heat Ratio	0 to 64.255
65110	Aftertreatment 1 SCR Reagent Tank 1 Information	1761	Aftertreatment 1 SCR Catalyst Tank Level	0 to 100 %
65110	Aftertreatment 1 SCR Reagent Tank 1 Information	3031	Aftertreatment 1 SCR Catalyst Tank Temperature	-40 to 210 deg C
65110	Aftertreatment 1 SCR Reagent Tank 1 Information	3517	Aftertreatment 1 SCR Catalyst Tank Level 2	"0 to 6,425.5 mm (0 to 6.4255 m)"
65110	Aftertreatment 1 SCR Reagent Tank 1 Information	3532	Aftertreatment 1 SCR Catalyst Tank Level Preliminary FMI	0 to 31
65110	Aftertreatment 1 SCR Reagent Tank 1 Information	4365	Aftertreatment 1 SCR Catalyst Reagent Tank 1 Temperature Preliminary FMI	0 to 31
65110	Aftertreatment 1 SCR Reagent Tank 1 Information	4366	Aftertreatment 1 SCR Catalyst Reagent Tank 1 Heater Preliminary FMI	0 to 31
65111	Air Suspension Control 5	1729	Damper Stiffness Front Axle	0 to 100 %
65111	Air Suspension Control 5	1730	Damper Stiffness Rear Axle	0 to 100 %
65111	Air Suspension Control 5	1731	Damper Stiffness Lift / Tag Axle	0 to 100 %
65111	Air Suspension Control 5	1833	Electronic Shock Absorber Control Mode -  Front Axle	0 to 3
65111	Air Suspension Control 5	1832	Electronic Shock Absorber Control Mode - Rear Axle	0 to 3
65111	Air Suspension Control 5	1831	Electronic Shock Absorber Control Mode - Lift/Tag Axle	0 to 3
65112	Air Suspension Control 4	1725	Bellow Pressure Front Axle Left	"0 to 6,425.5 kPa"
65112	Air Suspension Control 4	1726	Bellow Pressure Front Axle Right	"0 to 6,425.5 kPa"
65112	Air Suspension Control 4	1727	Bellow Pressure Rear Axle Left	"0 to 6,425.5 kPa"
65112	Air Suspension Control 4	1728	Bellow Pressure Rear Axle Right	"0 to 6,425.5 kPa"
65113	Air Suspension Control 3	1721	Relative Level Front Axle Left	"-3,200 to 3,225.5 mm"
65113	Air Suspension Control 3	1722	Relative Level Front Axle Right	"-3,200 to 3,225.5 mm"
65113	Air Suspension Control 3	1724	Relative Level Rear Axle Left	"-3,200 to 3,225.5 mm"
65113	Air Suspension Control 3	1723	Relative Level Rear Axle Right	"-3,200 to 3,225.5 mm"
65114	Air Suspension Control 1	1734	Nominal Level Front Axle	0 to 15
65114	Air Suspension Control 1	1733	Nominal Level Rear Axle	0 to 15
65114	Air Suspension Control 1	1738	Below Nominal Level Front Axle	0 to 3
65114	Air Suspension Control 1	1754	Below Nominal Level Rear Axle	0 to 3
65114	Air Suspension Control 1	1737	Above Nominal Level Front Axle	0 to 3
65114	Air Suspension Control 1	1736	Above Nominal Level Rear Axle	0 to 3
65114	Air Suspension Control 1	1740	Lowering Control Mode Front Axle	0 to 3
65114	Air Suspension Control 1	1755	Lowering Control Mode Rear Axle	0 to 3
65114	Air Suspension Control 1	1739	Lifting Control Mode Front Axle	0 to 3
65114	Air Suspension Control 1	1756	Lifting Control Mode Rear Axle	0 to 3
65114	Air Suspension Control 1	1742	Kneeling Information	0 to 15
65114	Air Suspension Control 1	1741	Level Control Mode	0 to 15
65114	Air Suspension Control 1	1746	Security Device	0 to 3
65114	Air Suspension Control 1	1745	Vehicle Motion Inhibit	0 to 3
65114	Air Suspension Control 1	1744	Door Release	0 to 3
65114	Air Suspension Control 1	1743	Lift Axle 1 Position	0 to 3
65114	Air Suspension Control 1	1824	Front Axle in Bumper Range	0 to 3
65114	Air Suspension Control 1	1823	Rear Axle in Bumper Range	0 to 3
65114	Air Suspension Control 1	1822	Lift Axle 2 Position	0 to 3
65114	Air Suspension Control 1	1826	Suspension Remote Control 1	0 to 3
65114	Air Suspension Control 1	1825	Suspension Remote control 2	0 to 3
65114	Air Suspension Control 1	1827	Suspension Control Refusal Information	0 to 15
65115	Forward Lane Image	1711	Lane Tracking Status Right Side	0 to 3
65115	Forward Lane Image	1710	Lane Tracking Status Left Side	0 to 3
65115	Forward Lane Image	1702	Lane Departure Indication Enable Status	0 to 3
65126	Battery Main Switch Information	1681	Battery Main Switch Hold State	0 to 3
65127	Climate Control Configuration	1690	Auxiliary Heater Maximum Output Power	"0 to 128,510 W"
65128	Vehicle Fluids	1638	Hydraulic Temperature	-40 to 210 deg C
65128	Vehicle Fluids	1713	Hydraulic Oil Filter Restriction Switch	0 to 3
65128	Vehicle Fluids	1857	Winch Oil Pressure Switch	0 to 3
65128	Vehicle Fluids	2602	Hydraulic Oil Level	0 to 100 %
65129	Engine Temperature 3	1636	Engine Intake Manifold 1 Air Temperature (High Resolution)	-273 to 1735 deg C
65129	Engine Temperature 3	1637	Engine Coolant Temperature (High Resolution)	-273 to 1735 deg C
65129	Engine Temperature 3	2986	Engine Intake Valve Actuation System Oil Temperature	-273 to 1735 deg C
65129	Engine Temperature 3	2630	Engine Charge Air Cooler Outlet Temperature	-273 to 1735 deg C
65130	Engine Fuel/lube systems	1380	Engine Oil Level Remote Reservoir	0 to 100 %
65130	Engine Fuel/lube systems	1381	Engine Fuel Supply Pump Inlet Pressure	0 to 500 kPa
65130	Engine Fuel/lube systems	1382	Engine Fuel Filter (suction side) Differential Pressure	0 to 500 kPa
65130	Engine Fuel/lube systems	3548	Engine Waste Oil Reservoir Level	0 to 100 %
65130	Engine Fuel/lube systems	3549	Engine Oil-Filter Outlet Pressure	0 to 1000 kPa
65130	Engine Fuel/lube systems	3550	Engine Oil Priming Pump Switch	0 to 3
65130	Engine Fuel/lube systems	3551	Engine Oil Priming State	0 to 3
65130	Engine Fuel/lube systems	3552	Engine Oil Pre-Heated State	0 to 3
65130	Engine Fuel/lube systems	3553	Engine Coolant Pre-heated State	0 to 3
65130	Engine Fuel/lube systems	3554	Engine Ventilation Status	0 to 7
65130	Engine Fuel/lube systems	4083	Fuel Pump Primer Status	0 to 3
65131	Driver's Identification	1625	Driver 1 identification	0 to 255 per byte
65131	Driver's Identification	1626	Driver 2 identification	0 to 255 per byte
65132	Tachograph	1612	Driver 1 working state	0 to 7
65132	Tachograph	1613	Driver 2 working state	0 to 7
65132	Tachograph	1611	Vehicle motion	0 to 3
65132	Tachograph	1617	Driver 1 Time Related States	0 to 15
65132	Tachograph	1615	"Driver card, driver 1"	0 to 3
65132	Tachograph	1614	Vehicle Overspeed	0 to 3
65132	Tachograph	1618	Driver 2 Time Related States	0 to 15
65132	Tachograph	1616	"Driver card, driver 2"	0 to 3
65132	Tachograph	1622	System event	0 to 3
65132	Tachograph	1621	Handling information	0 to 3
65132	Tachograph	1620	Tachograph performance	0 to 3
65132	Tachograph	1619	Direction indicator	0 to 3
65132	Tachograph	1623	Tachograph output shaft speed	"0 to 8,031.875 rpm"
65132	Tachograph	1624	Tachograph vehicle speed	0 to 250.996 km/h
65133	Heater Information	1687	Auxiliary Heater Output Coolant Temperature	-40 to 210 deg C
65133	Heater Information	1688	Auxiliary Heater Input Air Temperature	-40 to 210 deg C
65133	Heater Information	1689	Auxiliary Heater Output Power Percent	0 to 100 %
65133	Heater Information	1677	Auxiliary Heater Mode	0 to 15
